MUNICIPIO;VEREDA;FUENTE;NO. AUTORIZACION;FECHA AUTORIZACION;LATITUD DECIMAL;LONGITUD DECIMAL;ANEXO
ALBAN;SAN BOSCO;HUECO HONDO;10;07/02/2024;1,450175;77,071031;
ALBAN;EL CARMELO;LA CHOZONA;1;01/02/2024;1,783333;77,12625;https://drive.google.com/file/d/1VCHnEJxDNp450Y6jDDXNOa8GqVNv9oEi/view?usp=sharing
ALBAN;SAN LUIS;CHORRO VIEJO;;;1,460747;77,083236;
ALBAN;SAN BOSCO;EL HIGUERON;11;07/02/2024;1,450175;77,071031;
ALDANA;SAN LUIS;POZO PROFUNDO;2;05/02/2024;0,857422;77,679547;
ALDANA;SANTA BARBARA;QUEBRADA CHICHIGUAS;12;07/02/2023;0,888614;77,695858;
ALDANA;SANTA BARBARA;QUEBRADA CANTORES;5;05/02/2024;0,888614;77,695858;
ALDANA;MUESAS;QUEBRADA QUINTA;13;08/02/2024;0,919864;77,706719;
ANCUYA;EL PEDREGAL;LA CHORRERA;6;05/02/2024;1,265;77,525278;https://drive.google.com/file/d/1w02UmkxPcweOeKu9pV58Ne-yGO9i-uSX/view?usp=sharing
ANCUYA;NO REGISTRA;QUEBRADA EL GUABAL;14;08/02/2024;1,265319;77,522861;
ANCUYA;NO REGISTRA;ARROYO EL JUNCAL;7;06/02/2024;1,272;77,523;https://drive.google.com/file/d/1WHCgIIs_n16XAd58GbCraYcLGqjkLLx8/view?usp=sharing
ANCUYA;NO REGISTRA;ARROYO EL GUAYCO;15;08/02/2024;1,29;77,527;https://drive.google.com/file/d/1xJvVEuY6zHtxnxyZR3SUZqJeuB6CFn-X/view?usp=sharing
ANCUYA;EL PEDREGAL;QUEBRADA HONDA;53;15/05/2024;1,265;77,525278;
ARBOLEDA;CHIRIURCO;EL MAYO;4;05/02/2024;1,506497;77,133356;https://drive.google.com/file/d/1zqWKfV2xatsa4dVMTvLDSn8JIBNWRIL3/view?usp=sharing
ARBOLEDA;CHIRIURCO;SAN FRANCISCO B;42;22/04/2024;1,506497;77,133356;https://drive.google.com/file/d/1YJqMKD1fjEOAhihc5oG3ULa0Ssn9GETr/view?usp=sharing
ARBOLEDA;CHIRIURCO;EL DUENDE;67;04/06/2024;1,506497;77,133356;https://drive.google.com/file/d/1ZfHyFlEsrpZg1ua0M-GfgALorJN4gnyh/view?usp=sharing
ARBOLEDA;SAN PEDRO ALTO;SAN PEDRO;16;09/02/2024;1,509556;77,1316;https://drive.google.com/file/d/1M4eVdi-wZSqhkz4Pbg-zdB2MejfiBrdj/view?usp=sharing
ARBOLEDA;CHIRIURCO;EL CUCHO;8;06/02/2024;1,506497;77,133356;https://drive.google.com/file/d/1ZytgPW93aMJWhi09r0EBxtkJqQ6CMzIB/view?usp=sharing
ARBOLEDA;CHIRIURCO;SAN FRANCISCO A;;;1,506497;77,133356;https://drive.google.com/file/d/1XGWhm_Taz8uxIt1ZSm73UxuDQfxnfQ-k/view?usp=sharing
ARBOLEDA;LAS PALMAS;LA PEÑA DEL BUITRE;66;04/06/2024;1,475283;77,1113;https://drive.google.com/file/d/173FjVBIIS4STvjOmiEXwm9Tb5qrzy1C2/view?usp=sharing
ARBOLEDA;CASCO URBANO;CHORRO ALTO;86;20/06/2024;1,479731;77,096814;https://drive.google.com/file/d/1FqnUVFlPYiZtx8u8GzY6aJufv1BYNB-h/view?usp=sharing
ARBOLEDA;LAS AGUADAS;EL CUCHO- BRASIL;60;30/05/2024;1,489628;77,123011;https://drive.google.com/file/d/1je-z1O6IXRNm5hUZgVyoXn2hUnTumbPT/view?usp=sharing
BARBACOAS;EL DIVISO;QUEBRADA LA NUTRIA;68;04/06/2024;1,536914;78,072792;
BELEN;SANTA ROSA;SAN MATEO;;;1,622578;77,065858;
BUESACO;EL PALMAR;LA SEVILLA;17;09/02/2024;1,292383;77,234408;
BUESACO;QUITOPAMBA;QUITOPAMBA;3;05/02/2024;1,343906;77,210778;
BUESACO;MENESES;FUENTE 1;;;1,300544;77,210031;https://drive.google.com/file/d/10PqfOZj-srt5v9Fy1VSi_A3u4Y1EA3H6/view?usp=sharing
BUESACO;MENESES;FUENTE 2;18;13/02/2024;1,300544;77,210031;https://drive.google.com/file/d/1_fC3Gz9-qCETCqbifKRoRHrSnKStZiB1/view?usp=sharing
BUESACO;SAN ANTONIO;FINCA LA CUMBRE - PICACHO LAS ARADAS;9;06/02/2024;1,384419;77,2253;https://docs.google.com/document/d/1K_ibbRXBFODPYDCYN4HRfpNWiP9uNfik/edit?usp=sharing&ouid=108367453476344242036&rtpof=true&sd=true
BUESACO;SAN ANTONIO - EL RETIRO;EL PICACHO LAS ARADAS;71;04/06/2024;1,291;77,175;
BUESACO;ROSAL DEL MONTE;QUEBRADA YERBA BUENA;64;04/06/2024;1,291;77,175;https://drive.google.com/file/d/1DgV5qoOI08P17sKSDGV3ay6UWIgBRl_E/view?usp=sharing
BUESACO;VILLAMORENO;SAN ISIDRO TORRECILLA;;;1,283889;77,211389;https://drive.google.com/file/d/16igavjg-4uOlUDfOd-M7FXcQ8bdkTPbp/view?usp=sharing
BUESACO;SAN MIGUEL EL SOCORRO;QUEBRADA EL RUCIO;125;31/07/2024;1,293;77,175;https://drive.google.com/file/d/1w1wOhmL-kk4tyqZz26w4nYBouo4X78cZ/view?usp=sharing
BUESACO;VERACRUZ;VALLESANTA;126;31/07/2024;1,351797;77,160764;https://drive.google.com/file/d/1cbj_SsTtCCUFubTKeXNCq38ocyMqXwgs/view?usp=sharing
BUESACO;ALTO DE VERACRUZ;EL AGUACATE;127;31/07/2024;1,350667;77,165803;https://drive.google.com/file/d/1m3VOF2f-loXX7650tZmFn8xWPDlC3EpM/view?usp=sharing
BUESACO;EL PALMAR - VILLA MORENO;FUENTE DEL ROBLE ARROYO;35;10/04/2024;1,288897;77,247772;https://drive.google.com/file/d/1R-Dwc2Whu2-dKjx7WNqbxaCatAjCan6j/view?usp=sharing
BUESACO;QUITOPAMBA;LA TOMA;19;13/02/2024;1,343906;77,210778;https://drive.google.com/file/d/1oxaj99aFPWIS2GWokJYXerpoWbbqP54T/view?usp=sharing
BUESACO;SUMAPAZ;MATA DE GUADUA;21;28/02/2024;1,405261;77,144586;https://drive.google.com/file/d/1wI8DsJ40NzZWhxBp5zStGih7qRqcX0-f/view?usp=sharing
SAN PEDRO DE CARTAGO;CHIMAYOY BAJO;ARROYO CHORRILLO Y LOS ROBLES - EL PICHUELO;248;13/11/2024;1,527314;77,084539;https://drive.google.com/file/d/1kF-n45-QCOLY25d2rpHxSBIfx8Bn1qZ2/view?usp=sharing
CHACHAGUI;PORTACHUELO;PEÑA DEL SATO;158;30/08/2024;1,370661;77,222267;https://drive.google.com/file/d/1g0UGXOMEdgJKqrdBlqpC8gsEgMHsfAPI/view?usp=sharing
CHACHAGUI;HATILLO;ARROYO EL LINDERO;149;06/08/2024;1,327911;77,297686;https://drive.google.com/file/d/1qjEF0RflgsImNumv6rnZ2b3wXQsR72Vj/view?usp=sharing
CHACHAGUI;CASABUY;CERRO EL CAMPANILLO;151;06/08/2024;1,336142;77,271272;
CHACHAGUI;JUANANBU;ARROYO EL HARTONAL;145;05/08/2024;1,524256;77,302069;https://drive.google.com/file/d/1Bv_NDpgUEkX0fk1btswHGbOkw8ATcXJ-/view?usp=sharing
CHACHAGUI;NO REGISTRA;LOS 2 RIOS;159;30/08/2024;1,330686;77,286797;
CHACHAGUI;LOS ROBLES;LOS ROBLES;146;05/08/2024;1,330686;77,286797;https://drive.google.com/file/d/1TSSHzuDEpOvMy-C8nwqUA4-KTgk37FpG/view?usp=sharing
CHACHAGUI;EL SALADITO;EL LAUREL;160;30/08/2024;1,377039;77,239392;https://drive.google.com/file/d/1M3kd00aBHQ9glOudjESLYTNU-WqPx6Fc/view?usp=sharing
CHACHAGUI;HATO VIEJO;EL DIAMANTE;148;06/08/2024;1,332175;77,270206;https://drive.google.com/file/d/1MthwYwk6M6tV4rMnVEtg3i1vN1UNTkie/view?usp=sharing
CHACHAGUI;PASIZARA;SACHAMATES;161;30/08/2024;1,394833;77,259328;https://drive.google.com/file/d/1Ygb5rfFSO0gxLHsvK3awaKckQro1HtLp/view?usp=sharing
CHACHAGUI;PALMAS ALTO;PALMAS ALTO;147;06/08/2024;1,286794;77,357386;
CHACHAGUI;CASABUY;OJO DE AGUA LOS CAMPANILLOS;61;30/05/2024;1,336142;77,271272;https://drive.google.com/file/d/1rggxn9D7Mu5kHVStIqg_JOi9qt-9ufvM/view?usp=sharing
CHACHAGUI;HATO VIEJO;TRES AGUAS CARRETERA;65;04/06/2024;1,332175;77,270206;https://drive.google.com/file/d/1PNewrRWo5rditWnlgEAczwLzv9WpJj--/view?usp=sharing
CHACHAGUI;EL SALDITO BAJO;QUEBRADA LA HONDA;23;29/02/2024;1,383614;77,229672;https://drive.google.com/file/d/1vxEcL4V2XZ4PVu8Re__-fUYSm-6QjQ4X/view?usp=sharing
CHACHAGUI;MORAVIA;LA CALABAZA;185;04/09/2024;1,328514;77,286139;
CHACHAGUI;HATILLO;ACUEDCUTO PANAMERICANO;165;30/08/2024;1,327911;77,297686;
CHACHAGUI;CASABUY;SIN NOMBRE;;;1,336142;77,271272;https://drive.google.com/file/d/1tCGGihgFODOYgG71OHzlwepch-jxOmmB/view?usp=sharing
CHACHAGUI;EL CONVENTO;SANTA LUCIA;103;04/07/2024;1,358975;77,239131;https://drive.google.com/file/d/1tECwhgiYKoMMFYuVvUTmLTqFOeUOATun/view?usp=sharing
COLON GENOVA;CUJACAL;SAN MATEO;72;13/06/2024;1,688136;77,047892;https://docs.google.com/document/d/15dppuK9vjA8mn0bjToo4KmhyGfYdiQuo/edit?usp=sharing&ouid=108367453476344242036&rtpof=true&sd=true
COLON - BELEN;CUJACAL;SAN MATEO;22;29/02/2024;1,688136;77,047892;https://drive.google.com/file/d/1AWF--Ob3Y7hOSF_AglGdlVgGldBRHnmy/view?usp=sharing
COLON GENOVA;DAVID ALTO;EL VENENO;24;29/02/2024;1,632247;77,043178;
COLON GENOVA;EL RINCON;EL RINCON;;;1,639175;77,021097;
COLON GENOVA;EL RINCON;LA PALMA;87;20/06/2024;1,639175;77,021097;
COLON GENOVA;EL RINCON;LA CUESTA;;;1,639175;77,021097;
CONSACA;SAN SEBASTIAN;EL CULANTRO;163;30/08/2024;1,210964;77,477672;
CONSACA;BOMBONA;DOS CHORRERAS CARRIZAL;54;15/05/2024;1,198075;77,431356;https://drive.google.com/file/d/1aSVx_cPuADf4L7O6Ms1n-7gZsxPaZ6rB/view?usp=sharing
CONSACA;NO REGISTRA;QUEBRADA SAN ANTONIO;69;04/06/2024;1,225336;77,419022;https://drive.google.com/file/d/1N0-8tdej1DZwclKs2kXE8eXvDyMzfzd_/view?usp=sharing
CONSACA;BOMBONA;SIN NOMBRE;85;18/06/2024;1,198075;77,431356;
CONSACA;BOMBONA;LA CHORRERA;62;30/05/2024;1,198075;77,431356;
CONSACA;EL GUABO;EL GUAICO;;;1,205667;77,463419;
CONSACA;SAN FRANCISCO;SAN FRANCISCON;107;08/07/2024;1,224653;77,418742;https://drive.google.com/file/d/1r-vzrwvWOvEOKQBVy8wL58O5hK37AhbU/view?usp=sharing
CONSACA;BOMBONA;HOYEROS;;;1,198075;77,431356;https://drive.google.com/file/d/15wQFbwG9D-XSo5ODzFVY7eLw8DhxY1CK/view?usp=sharing
CONSACA;BOMBONA;HOYEROS;296;26/12/2024;1,198075;77,431356;
CONSACA;VERACRUZ;ARROLLO EL JUNCAL;196;11/09/2024;1,213397;77,481467;
CONSACA;EL GUABO;EL GUAICO;101;04/07/2024;1,247731;77,477086;https://drive.google.com/file/d/1Ed58QYnDB0DkfbJHwuSGx0_WCrePxE7T/view?usp=sharing
EL CONTADERO;EL CAPULI;PUENTE ROMO;94;26/06/2024;0,919889;77,008611;https://drive.google.com/file/d/1Nn7i-KEAZ_dDNyEmCyEGgSvo2ebeomXy/view?usp=sharing
EL CONTADERO;EL JUNCAL;ARROYO EL NEGATIVO;;;0,937094;77,476975;
EL CONTADERO;SANTO DOMINGO;ARROYO LA VENGANZA;89;21/06/2024;0,944972;77,543336;https://drive.google.com/file/d/166sBXzMGOn-nrcGD9ihfUay4HkhdWo9z/view?usp=sharing
EL CONTADERO;ISCUAZAN;LOS TRES ARROYOS;141;05/08/2024;0,906886;77,55755;
CORDOBA;LA CUMBRE;CHURUCUANA;183;04/09/2024;1,350003;77,8;https://drive.google.com/file/d/1OIU15GMXP3yclMDVSHctfnkGxPdtSL-n/view?usp=sharing
CORDOBA;LA FLORIDA;QUEBRADA GRANDE;48;02/05/2024;0,828733;77,471933;
CORDOBA;LA CUMBRE;CHURUCUANA;166;30/08/2024;1,350278;77,8;
CUASPUD;CRUZ GRANDE;RIO BLANCO;30;05/04/2024;0,883444;77,766778;https://drive.google.com/file/d/1LbR22VKQvxvfhpGVoj5D4ybU4upo-Vl2/view?usp=sharing
CUASPUD;CARCHI;RIO CARCHI;31;05/04/2024;0,857169;77,7455;
CUMBAL;BARRIO LOS CHILCOS-AV-PERIMETRAL;QUEBRDA LA REGADA;26;18/03/2024;0,903786;77,781;
CUMBAL;MIRAFLORES;NACIMIENTO EL GUADUAL;50;07/05/2024;0,928683;77,884511;
CUMBAL;RESGUARDO INDIGENA CHILES - CRISTO REY;QUEBRADA EL MANATIAL;51;07/05/2024;0,821253;77,857486;
EL CHARCO;CASCO URBANO;RIO TAPAJE;52;07/05/2024;2,478981;78,107903;
EL CONTADERO;EL CULANTRO;EL PANECILLO;32;05/04/2024;0,928633;77,528111;https://drive.google.com/file/d/19NumYJ2t5j9om_-hGXxm8lwU3W198wkF/view?usp=sharing
EL CONTADERO;CONTADERITO;ESCRITORIO;;;0,956883;77,55695;https://drive.google.com/file/d/1xdjP8xNaIfPNmazbXjFNI8j3CRown4kU/view?usp=sharing
EL CONTADERO;CONTADERITO;ESCRITORIO;;;0,956883;77,55695;
EL CONTADERO;CONTADERITO;ESCRITORIO;95;26/06/2024;0,956883;77,55695;
EL CONTADERO;CONTADERITO;ESCRITORIO;186;04/09/2024;0,956883;77,55695;
EL CONTADERO;ISCUAZAN;LOS TRES ARROYOS;63;30/05/2024;0,906886;77,55755;
EL PEÑOL;SAN FRANCISCO;LA CUCHILLA;167;30/08/2024;1,4657;77,415156;
EL PEÑOL;LAS COCHAS;PUEBLO VIEJO;99;02/07/2024;1,495889;77,449356;
EL PEÑOL;SAN CLEMENTE;SANJON 1;29;05/04/2024;1,4737;77,414403;
EL PEÑOL;GUAMBANGA;SAN CLEMENTE ZANJON 2;;;1,470331;77,432694;
EL PEÑOL;SAN FRANCISCO;EL PLACER;;;1,4657;77,415156;https://drive.google.com/file/d/1v2cYoQ0XyiEyt4HhhhkgYmZXS0zMSl8d/view?usp=sharing
EL PEÑOL;SAN FRANCISCO;SAN FRANCISCO;33;05/04/2024;1,4657;77,415156;https://drive.google.com/file/d/19parp1Ta8MxKSE9TKr3WZUIpMX71-iJR/view?usp=sharing
EL PEÑOL;SAN FRANCISCO;SAN FRANCISCO;28;01/04/2024;1,4657;77,415156;
EL ROSARIO;EL PINCHE;EL PINCHE;34;05/04/2024;1,750675;77,333733;
EL ROSARIO;MATARREDONDA;LA ROCA;152;21/08/2024;1,738131;77,333394;
EL ROSARIO;LA RECOGIDA;EL CANTILADO;116;29/07/2024;1,724456;77,339961;
EL ROSARIO;LA RECOGIDA;LA TIRA;117;30/07/2024;1,724456;77,339961;
EL TABLON DE GOMEZ;EL CARMELO;TACAMBUCO;131;01/08/2024;1,493;76,999694;https://drive.google.com/file/d/1cTRS_Dl1yOWmpf5FNRGz3UpuVjIB_suV/view?usp=sharing
EL TABLON DE GOMEZ;FATIMA;EL MANZANO;;;1,420333;77,016667;https://drive.google.com/file/d/1kpCWeMEezyKa3-R8rqHRPgchL_QShxwn/view?usp=sharing
EL TABLON DE GOMEZ;FATIMA;EL CHAMANAL;216;11/10/2024;1,420333;77,016667;
EL TAMBO;LLANO LARGO;El Copete;59;27/05/2024;1,384917;77,382894;
EL TAMBO;Altozano;La floresta;36;11/04/2024;1,410228;77,401061;
EL TAMBO;CHUZA;El Corral las Palmas;38;11/04/2024;1,398728;77,390197;https://drive.google.com/file/d/1FQre9NmC1GBoIFLK1N54XDofrzWk1Uht/view?usp=sharing
EL TAMBO;TOJAYACO;EL CEDRO;271;16/12/2024;1,372361;77,390667;https://drive.google.com/file/d/1YrFsah_XCbahy7QqXklHEq4UzoAtYjTC/view?usp=sharing
EL TAMBO;PUEBLO VIEJO;PUEBLO VIEJO;177;03/0/2024;1,4045;77,378361;https://drive.google.com/file/d/1FK-NtOAj2NZZs1QtvskEqTmZ5pXKSYc5/view?usp=sharing
EL TAMBO;CHUZA;LOS POTREROS;75;13/06/2024;1,398728;77,390197;https://drive.google.com/file/d/1uUy3Zc9D48w0iOK67hsc_ocv5SzvyfRs/view?usp=sharing
EL TAMBO;GUABAL;GUABAL;39;11/04/2024;1,389436;77,381469;
EL TAMBO;LLANO LARGO;EL BOSQUE;56;27/05/2024;1,384917;77,382894;
EL TAMBO;LLANO LARGO;EL COPETE;76;14/06/2024;1,384917;77,382894;
EL TAMBO;EL TAMBILLO;QUEBRADA LARGA EL TAMBILLO;188;09/09/2024;1,64195;77,686125;https://drive.google.com/file/d/1lyGjiEa-A-cxz7wZbQ0pNdMjfVkBZxmr/view?usp=sharing
EL TAMBO;LA GRANJA;EL DERRUMBO;41;11/04/2024;1,405872;77,385869;
EL TAMBO;LLANO LARGO;SIN NOMBRE;168;30/08/2024;1,384917;77,382894;https://drive.google.com/file/d/1zY59msEqF3BPSD2DR30uQ1MDs57eLTYm/view?usp=sharing
EL TAMBO;LOS LLANOS DE MANCHABAJOY;EL GUAYABAL;44;30/04/2024;1,783411;77,327514;https://drive.google.com/file/d/1P4fxvjL-uzElj2dZ5mT3vJ2-vAd3Ct_s/view?usp=sharing
LA FLORIDA;SAN FRANCISCO BAJO MATITUY;LOS MARTINEZ;46;30/04/2024;1,301339;77,406731;
FUNES;SAN JOSE;RIO TELLEZ;92;21/06/2024;1,487222;;https://drive.google.com/file/d/14ChXM4VZGfFn6uBckdcEyiPVG1WYqJIe/view?usp=sharing
FUNES;SAN JOSE;SIN NOMBRE;96;26/06/2024;1,487222;;
SANTACRUZ;LAS MINAS;EL NACEDERO;58;27/05/2024;1,156783;77,784172;
GUACHUCAL;IPIALPUD;MANANTIAL EL MOLINO;;;0,955111;77,7435;https://drive.google.com/file/d/1KkWw5_wIYXqNEfaRYTMKE7rqPhzk_uDb/view?usp=sharing
GUACHUCAL;IPIALPUD BAJO;POZO 5;178;03/09/2024;0,950639;77,744611;https://drive.google.com/file/d/1SyI8gQoN3EZ1BQTZXhlo-VJCPnE7ZXDC/view?usp=sharing
GUACHUCAL;IPIALPUD BAJO;QUEBRADA CRISTO;;;0,950639;77,744611;
GUACHUCAL;CONSUELO DE CHILLANQUER;MANANTIAL FUENTE VALLEJOS;37;11/04/2024;0,975833;77,656944;https://drive.google.com/file/d/1TTok_MjQyEAzGatF1ZY7cTwBqsXrCYOL/view?usp=sharing
GUACHUCAL;SAN DIEGO DE MUELLAMUES;QUEBRADA CRISTO;;;0,930656;77,726394;
GUACHUCAL;COLIMBA;QUEBRADA CUASAQUER;;;0,950494;77,732458;
GUACHUCAL;SAN JOSE DE CHILLANQUER;QUEBRADA EL MUERTO;105;05/07/2024;0,993278;77,626028;https://drive.google.com/file/d/1CcwcTZrXK5b74z2kZ4nNYtIFTyv78VSu/view?usp=sharing
GUACHUCAL;EL CORSO;QUEBRADA PANAMAL;45;30/04/2024;1,044556;77,726833;https://drive.google.com/file/d/1mSV2MHH48jzqvpWprvRv1uzXzv0BU-z4/view?usp=sharing
GUACHUCAL;PUENTE ALTO RESGUARDO MALLAMUES;ALJIBE;314;30/12/2024;0,948306;77,731583;https://drive.google.com/file/d/1_2syzPU7z7g3-MCExIijegEzq9BrRWX7/view?usp=sharing
GUAITARILLA;SAN VICENTE;CASA VIEJA;169;30/08/2024;1,13765;77,550847;
GUAITARILLA;SAN GERMAN BAJO;EL BAÑO 2;;;1,155639;77,544833;https://drive.google.com/file/d/1lbezDnNCMX2XcwBhc4_OsOUb081hlglP/view?usp=sharing
GUAITARILLA;SAN ALEJANDRO ALTO;EL ENCINO EL DUENDE;123;30/07/2024;1,143333;77,513056;https://drive.google.com/file/d/1dN7bIm2Kqz_yIgjdBd-2PzYg-YtedtDW/view?usp=sharing
GUAITARILLA;SAN ALEJANDRO MEDIO;SAN ALEJANDRO EL CUCHO;77;14/06/2024;1,165589;77,500775;
GUAITARILLA;SAN VICENTE;LOS BENAVIDES;55;15/05/2024;1,13765;77,550847;
GUAITARILLA;ROSARIO DE INGA;LOCINO;47;30/04/2024;1,125075;77,547564;
GUAITARILLA;SAN GERMAN;EL MOQUILLO;78;14/06/2024;1,145833;77,55;https://drive.google.com/file/d/1l2nC9st9S6HRtb_qrXzLlOWBitq64YiB/view?usp=sharing
GUALMATAN;LOMA DEL MEDIO;MANALTIAL POZO HONDO;88;20/06/2024;0,933511;77,561111;https://drive.google.com/file/d/1P6i424dCZUsT23M1gd0ifSZG0JIN-i_a/view?usp=sharing
GUALMATAN;DOS CAMINOS;CANTERA 1;124;31/07/2024;0,938081;77,571694;https://drive.google.com/file/d/1JZJG5XPk3HmbGeDgGn28-rwBXFeHL9Kk/view?usp=sharing
GUALMATAN;DOS CAMINOS;CANTERA 2;220;15/10/2024;0,938081;77,571694;https://drive.google.com/file/d/1TGHdOKicDo1A_Z8yshq9SU6zggg9YLqB/view?usp=sharing
GUALMATAN;DOS CAMINOS;NACIMIENTO CANTERA 1;;;0,938081;77,571694;https://drive.google.com/file/d/1FEe9qoMz-BTuZisx96EAQSRN-G_wlm2c/view?usp=sharing
GUALMATAN;LOMA DEL MEDIO;EL MANZANO;150;06/08/2024;0,937842;77,566936;https://drive.google.com/file/d/1i-J-8X4IupuD337VG_-c1q7H5lOD7exk/view?usp=sharing
GUALMATAN;ENTRE LAS VEREDAS CHARANDU Y LOMA ALTO;PURGATORIO;179;03/09/2024;0,926289;77,599667;
GUALMATAN;LOS CEDROS;LOS CEDROS;109;08/07/2024;0,940111;77,585894;https://drive.google.com/file/d/139-rSZFwl21gko7c75rKW1C0DfJQRZKZ/view?usp=sharing
GUALMATAN;DOS CAMINOS;CANTERA I Y CANTERA II;43;25/04/2024;0,938081;77,571694;
GUALMATAN;ARRAYAN;PANAMAL;;;0,919394;77,576019;
GUALMATAN;LOMA DEL MEDIO;FRAILEJON;154;21/08/2024;0,933511;77,561111;
GUALMATAN;RESGUARDO INDIGENA SAN JUAN;QUEBRADA LOMA DEL MEDIO;162;30/08/2024;0,922386;77,571047;
ILES;VILLANUEVA;QUITASOL;57;27/05/2024;0,960556;77,527222;https://drive.google.com/file/d/1wyphvg6lFaSL2emxwhrEEltnLvzamzCe/view?usp=sharing
ILES;LOMA DE ARGOTYS;EL TUNDAL;300;26/12/2024;0,962778;77,5575;https://drive.google.com/file/d/1_BeddBf_VH5zJD5oelB56Hi1Yy5IC_gu/view?usp=sharing
ILES;LA ESPERANZA;EL NACEDERO;70;04/06/2024;0,966667;77,47;https://drive.google.com/file/d/13dmunMpQr6u04fo6Fv1de-CJqlihNsZ7/view?usp=sharing
ILES;EL CAPULI;ARROYO EL ALTO;49;07/05/2024;1,001111;77,47;https://drive.google.com/file/d/1NETKBFnL5MkbweAjJmwGstXDm5H09e6N/view?usp=sharing
ILES;EL MIRADOR;QUEBRADA EL PAILON;228;21/10/2024;0,970903;77,561575;
ILES;EL CAPULI;PAPA SICCE;180;03/09/2024;1,001111;77,47;https://drive.google.com/file/d/1QPg6LbtGGdhIWjl7Ubny4kkqo05jj0Pf/view?usp=sharing
ILES;EL CAPULI;PAPA SICCE;181;04/09/2024;1,001111;77,47;
ILES;EL CAPULI;EL GUINEO;189;09/09/2024;1,001111;77,47;
ILES;EL COMUN;LOMA REDONDA;205;1/10/2024;1,633447;77,968494;https://drive.google.com/file/d/1ds4G2SpUHzgq4HiixIhaEmgWAfTz76ba/view?usp=sharing
ILES;BOLIVAR Y LOMAS DE ARGOTYS;CARTAGENA;156;23/08/2024;0,963628;77,550547;https://drive.google.com/file/d/1gghyiu9qrUu9oSy2qCQswjPWbK3CsiNM/view?usp=sharing
ILES;EL MIRADOR;QUEBRADA EL PESCADILLO;;;0,969303;77,555308;https://drive.google.com/file/d/1CNEfLl7ZnX7lkwlWfDJYfLd2rqKGBBdL/view?usp=sharing
ILES;EL ROSARIO;EL GUINGAL;;;1,01155;77,510806;https://drive.google.com/file/d/1wBCQNz7DGjifaBWqSqOKxy2vyfRdeuDt/view?usp=sharing
ILES;LOMA DE ARGOTYS;EL TUNDAL;206;1/10/2024;0,962778;77,5575;https://drive.google.com/file/d/1-FuvztwGSTU3O0oMFoZRiJ-U1d0M_sku/view?usp=sharing
ILES;EL COMUN;ARROYO LA CARAJERA;221;15/10/2024;1,633447;77,968494;https://drive.google.com/file/d/1oE7yCma8ZQU4yvmCbVbx4DfNfM806B4i/view?usp=sharing
ILES;EL CAPULI;LA CHORRERA;;;1,001111;77,47;https://drive.google.com/file/d/1NJ9ktOsflEPChtptBgvv-lP_yoB8Zn0A/view?usp=sharing
ILES;EL CAPULI;PAPA SICCE;;;1,001111;77,47;
IMUES;SANTA ROSA;PALERMO CHIQUITO;182;04/09/2024;1,064989;77,474503;https://docs.google.com/document/d/1d3KykNC8uOnLHP_pVH2fyNIGb-2Sda-l/edit?usp=sharing&ouid=108367453476344242036&rtpof=true&sd=true
IMUES;ALMAG SECTOR LAS ANIMAS;LAS ANIMAS;;;1,058499;77,490103;https://drive.google.com/file/d/1ZFnaYWNoniVrWsHWsMeW3NcTHhksBZ75/view?usp=sharing
IMUES;EL PORTACHUELO;EL ARRAYAN;84;18/06/2024;1,093722;77,550189;https://drive.google.com/file/d/1de8RexnM9IWQ56APHQnySzm4LSz0mg7j/view?usp=sharing
IMUES;LA LIMA;LA LIMA;208;7/10/2024;1,041167;77,463028;https://drive.google.com/file/d/1THPpCFqZaXZp8ak9mf_kfC7WTvXfD_D7/view?usp=sharing
IPIALES;Tequez;Cerro troya;133;01/08/2024;0,837717;7,638608;
IPIALES;Boqueron;Arroyo el proterillo;73;13/06/2024;0,909167;77,553139;https://drive.google.com/file/d/1y9GPTOzUBnj4xxv-pxqAeHL3rcFeXq6m/view?usp=sharing
IPIALES;Boqueron;Arroyo las cuadra Los garzon;91;21/06/2024;0,909167;77,553139;https://drive.google.com/file/d/1o13u9dxukSVcIUcYZBGCXFv4i_6uxuk1/view?usp=sharing
IPIALES;CANGAL;ALGIBE CALGAL;81;14/06/2024;0,830061;77,603939;
IPIALES;YANALA;YANALA - CHAPETON;90;21/06/2024;0,873108;77,573525;
IPIALES;LOS CHILCOS;POZO;132;01/08/2024;0,829633;77,608017;
IPIALES;San Antonio;Arroyo la Florida;80;14/06/2024;0,716936;77,585642;
IPIALES;IPIALES BARRIO ESMERALDA;ALJIBE;137;02/08/2024;0,835614;77,628914;
LA CRUZ;La Estancia;El Carrizal;;;1,563028;76,958917;https://drive.google.com/file/d/1IpEjE5H4Jer-JQpSRE3Lp1_TbQSq3-pA/view?usp=sharing
LA CRUZ;loma larga;CUSCUNGO;79;14/06/2024;1,542778;76,957028;https://drive.google.com/file/d/1WUOabveQDiFQnwMxRSW9_poq4O3dwKaL/view?usp=sharing
LA CRUZ;EL CARMEN;LAS BRISAS;121;30/07/2024;1,652989;76,898078;https://drive.google.com/file/d/1gD1k_SZ2Qwr9YxKf3i6nPEzgbchxw4de/view?usp=sharing
LA FLORIDA;GARCES ALTO;LOS ROBLES;229;21/10/2024;1,329617;77,376328;
