MUNICIPIO;CORREGIMIENTO O VEREDA;FUENTE;NO. AUTORIZACION;FECHA AUTORIZACION;LATITUD DECIMAL;LONGITUD DECIMAL;ANEXO
TABLON DE GOMEZ;FATIMA;ARROYO EL COCODRILO;96;2023-05-09;1.414703;-77.022572;
TABLON DE GOMEZ;PITALITO BAJO;EL GRANADILLO;189;2023-08-17;1.417864;-77.060408;
TABLON DE GOMEZ;LAS MESAS - EL CARMELO;EL GARZA 420 - CARMELO;262;2023-10-23;1.475375;-77.020761;
TAMBO;TANGUANA;GUANCHIRANDA;314;2023-12-05;1.401336;-77.397911;
TAMBO;SAN PABLO ALTO;LA ARRINCONADA;333;2023-12-14;1.408753;-77.426203;
TAMINANGO;REMOLINO;POZO 1;119;2023-06-14;1.662603;-77.311378;
TAMINANGO;LOMA LARGA;LA ESPERANZA;163;2023-07-17;1.525844;-77.336681;
TAMINANGO;PANOYA;PANOYA;183;2023-08-08;1.571711;-77.356508;
TAMINANGO;GUAYACANAL;GUAYACANAL;180;2023-08-04;1.577289;-77.333639;
TAMINANGO;ALTO DON DIEGO;LA MATA DE CHACLA;197;2023-08-24;1.566207;-77.307832;
TAMINANGO;PANOYA;LOMA DE PANOYA;245;2023-10-09;1.571711;-77.356508;
TAMINANGO;CHAPUNGO;LA MATA DE GUINEO;229;2023-09-18;1.530007;-77.360132;
TAMINANGO;PANOYA;LA HERRADURA;246;2023-10-09;1.571711;-77.356508;
TAMINANGO;MANIPIA;EL CHORRO;230;2023-09-18;1.54927;-77.316306;
TAMINANGO;MANIPIA;AGUA BONITA;247;2023-10-09;1.54927;-77.316306;
TAMINANGO;GUAYACANAL;EL PANTANO;263;2023-10-23;1.577289;-77.333639;
TAMINANGO;GUAYACANAL;GUAYACANAL;257;2023-10-11;1.577289;-77.333639;
TAMINANGO;MANIPIA;YARUMO;254;2023-10-10;1.54927;-77.316306;
TANGUA;COCHA VERDE;LA MAGDALENA;102;2023-05-15;1.058284;-77.416187;
TANGUA;LA PALIZADA;EL CUSCUNGO;125;2023-06-15;1.123586;-77.32618;
TANGUA;BORDO ALTO;QUEBRADA BUESACO;141;2023-07-04;1.083603;-77.400786;
TANGUA;EL TABLON OBRAJE;LA MAGDALENA SEQUIA EL TABLON OBRAJE;210;2023-09-01;1.075298;-77.417266;
TANGUA;LAS PICORAS;EL PILCHE;267;2023-10-24;1.100858;-77.398183;
TANGUA;SAN FRANCISCO;EL CARRIZAL;270;2023-10-24;1.063333;-77.375;
TANGUA;SAN ANTONIO;SAN ANTONIO;280;2023-10-30;1.107711;-77.375192;
TANGUA;CHAVES;EL CARMEN;297;2023-12-04;1.101944;-77.373056;
TANGUA;OPONGOY;URAYACO;317;2023-12-06;1.034836;-77.312625;
TANGUA;EL TABLON OBRAJE;BOCATOMA EL PESCADOR;355;2023-12-29;1.075298;-77.417266;
TANGUA;LAS PIEDRAS;LA JOYA;145;2023-07-06;1.036914;-77.316973;
TUMACO;CANDELILLA;POZO PROFUNDO LOTE 7A;22;2023-12-31;1.82175;-78.7333;https://drive.google.com/file/d/1sQBnIr43aiMax2A_TsQVi-zFc3XX0zO6/view?usp=sharing
TUMACO;CANDELILLA;EL ZANJON;193;2023-08-24;1.82175;-78.7333;
TUMACO;LA ESPRIELLA;ALJIBE MONTAGAS;226;2023-09-14;1.629363;-78.716996;
TUMACO;LA GUAYACANA;POZO SUBTERRANERO;222;2023-09-11;1.627328;-78.753072;
TUMACO;LLORENTE;POZO ESTACION POLICIA LLORENTE;289;2023-11-21;1.472506;-78.428199;
TUMACO;LA ESPRIELLA;POZO SUBTERRANEO FINCA JAMAICA;304;2023-12-05;1.629363;-78.716996;
TUMACO;LA ESPRIELLA;POZO SUBTERRANEO EXTRACTORA SANTAFE;298;2023-12-04;1.629363;-78.716996;
TUMACO;LA NUPA;POZO SUBTERRANEO FINCA TERRANOVA;305;2023-12-05;1.475697;-78.652317;
TUMACO;TANGAREAL;POZO PROFUNDO EL MIRA;302;2023-12-04;1.549486;-78.688739;
TUMACO;EL MORRO;POZO SUBTERRANEO;323;2023-12-12;1.829539;-78.733506;
TUQUERRES;TAINDEZ;NACIMIENTO VEREDA TAINDEZ;1;2023-01-10;1.079181;-77.629264;
TUQUERRES;SAN JOSE DE ALPAN;EL PARAMO;54;2023-04-14;1.180278;-77.585278;
TUQUERRES;DOS QUEBRADAS;EL CHORRILLO;142;2023-07-04;1.10335;-77.608789;
TUQUERRES;EL ESCRITORIO;NACIMIENTO CRISTO REY;150;2023-07-06;1.063694;-77.601522;
TUQUERRES;SAN JOSE DE ALPAN;CAMELLONES;151;2023-07-07;1.180278;-77.585278;
TUQUERRES;GUARAMUEZ;EL PILCHE ROMERILLO;117;2023-06-14;1.102334;-77.579616;
TUQUERRES;LA LAGUNA;SANTA HELENA;155;2023-07-07;1.062552;-77.587265;
TUQUERRES;SAN JOSE DE ALPAN;PATA DE GALLINA;274;2023-10-30;1.180278;-77.585278;
TUQUERRES;SAN JOSE DE ALPAN;ALPAN POTRERILLO;184;2023-08-15;1.180278;-77.585278;
TUQUERRES;SAN JUAN;TANQUE ALMACENAMIENTO SAN ROQUE;178;2023-08-03;1.098022;-77.621319;
TUQUERRES;POLACHAYAN;ARROYO CAMELLONES HONDOS;261;2023-10-23;1.177122;-77.587989;
TUQUERRES;SANTA ROSA;LA ORTIGA;326;2023-12-12;1.105711;-77.633667;
TUQUERRES;SAN JOSE DE ALPAN;SAN JOSE DE ALPAN;331;2023-12-14;1.180278;-77.585278;
TUQUERRES;LAS MINAS;BUENA VISTA;208;2023-08-31;1.267558;-77.617753;
YACUANQUER;EL ROSARIO;OJO DE AGUA;104;2023-05-19;1.123097;-77.400975;https://drive.google.com/file/d/1ZagTNlPH_PhMz7NlXXXycga5cfk9G6-D/view?usp=sharing
YACUANQUER;MEJIA;SANTA ISABLE;95;2023-05-09;1.138472;-77.398797;
YACUANQUER;LA AGUADA;SECTOR DE OBANDO;124;2023-06-15;1.13355;-77.399728;
YACUANQUER;ZARAGOZA;NACIMIENTO ZARAGOZA;179;2023-08-04;1.115964;-77.400633;
;;;;;;;
MUNICIPIO;CORREGIMIENTO O VEREDA;FUENTE;NO. AUTORIZACION;FECHA AUTORIZACION;LATITUD DECIMAL;LONGITUD DECIMAL;ANEXO
ALBAN;CARMELO;LA CHOZONA;154;45114;1.783333;-77.12625;https://drive.google.com/file/d/1VCHnEJxDNp450Y6jDDXNOa8GqVNv9oEi/view?usp=sharing
ALDANA;MUESAS;CIENAGA LARGA;249;45208;0.923589;-77.707164;
ALDANA;LA LAGUNA;PUSIALQUER;235;45188;0.882547;-77.700425;
ANCUYA;EL PEDREGAL;LA CHORRERA;138;45104;1.265;-77.525278;https://drive.google.com/file/d/1w02UmkxPcweOeKu9pV58Ne-yGO9i-uSX/view?usp=sharing
ANCUYA;TUZNIAN;EL SALADO;137;45103;1.259203;-77.523708;
BARBACOAS;CABALLERO;CABALLERO;347;45279;1.650622;-78.154753;
BARBACOAS;GUENDAN;PUNDE;341;45278;1.6167;-78.116661;
BARBACOAS;TINAJILLA;GUAGUÍ;348;45279;1.583319;-78.116661;
BARBACOAS;SAN MIGUEL;BOCAS DE PANGA;353;45286;1.583336;-77.949981;
BARBACOAS;TELAIME;BARRO BLANCO;368;45289;1.695808;-78.101622;
BARBACOAS;LA HUMILDAD;LA CHAPIRITA;354;45286;1.676375;-78.105225;
BARBACOAS;SOLEDAD;EL ANGEL;358;45289;1.676375;-78.000153;
BUESACO;LLANO LARGO;GUAIRAPUNGO;37;44970;1.315;-77.1875;https://drive.google.com/file/d/1ZmlSXhOUl8mAAaMLhd1Ktplc09O2USpv/view?usp=sharing
BUESACO;EL PALMAR;EL MOTILON;121;45092;1.293758;-77.229247;
BUESACO;VILLAMORENO - EL PALMAR;MENESES;143;45111;1.286039;-77.229581;
BUESACO;SAN IGNACIO;QUEBRADA LA SASHA;164;45125;1.305308;-77.133389;
BUESACO;LA SASHA;LA SASHA;157;45118;1.244722;-77.135556;
BUESACO;QUITOPAMBA ALTO;CHARGUAYACO;165;45125;1.352064;-77.178469;
BUESACO;HATO TONGOSOY ALTO;EL LINDERO;332;45274;1.38335;-77.198192;
BUESACO;EL PALMAR;SIN NOMBRE;291;45257;1.293758;-77.229247;
BUESACO;LA LOMA FRANCO VILLA;PEÑA NEGRA;349;45279;1.414536;-77.135844;
CHACHAGUI;LAS VUELTAS;LAS VUELTAS;25;44960;1.346408;-77.277756;
CHACHAGUI;TRISAGIO;LA HONDA;81;45048;1.383614;-77.229672;https://drive.google.com/file/d/1vxEcL4V2XZ4PVu8Re__-fUYSm-6QjQ4X/view?usp=sharing
CHACHAGUI;PALMAS BAJO;AGUAS CLARAS;91;45055;1.225336;-77.419022;
CHACHAGUI;HATO VIEJO;PIEDRA INCHINA;92;45055;1.198075;-77.431356;
CHACHAGUI;HATO VIEJO;LA MONTAÑITA;113;45090;1.338239;-77.278161;
CHACHAGUI;LAS LOMITAS;EL JEJENERO;107;45077;1.366721;-77.265911;
CHACHAGUI;MORAVIA;LA CALABAZA;126;45093;1.339343;-77.236818;
CHACHAGUI;MONTANA;LA HONDA;264;45222;1.306869;-77.268564;
CHACHAGUI;HATO VIEJO;AGUA DE VIDA;285;45247;1.338239;-77.278161;
CHACHAGUI;CASABUY;EL NARANJO;296;45264;1.324696;-77.29719;
COLON GENOVA;DAVID ALTO;NACIMIENTO QUEBRADA SAN MATEO;21;44949;1.666764;-77.050058;
COLON GENOVA;BORDO ALTO;LA AGUADITA;127;45093;1.642369;-77.003483;
CONSACA;BOMBONA;EL GUAYABO;46;44985;1.198075;-77.431356;
CONSACA;SAN ANTONIO;SAN ANTONIO;90;45054;1.225336;-77.419022;https://drive.google.com/file/d/1N0-8tdej1DZwclKs2kXE8eXvDyMzfzd_/view?usp=sharing
CONSACA;CARACOL / RUMIPAMBA;CARACOL;238;45196;1.247012;-77.486305;
CONSACA;CARACOL / RUMIPAMBA;SAN ANTONIO;115;45091;1.247012;-77.486305;
CONSACA;CARACOL / RUMIPAMBA;LA PEÑA;237;45196;1.247012;-77.486305;
CONSACA;BOMBONA;DOS CHORRERAS CARRIZAL;200;45166;1.198075;-77.431356;https://drive.google.com/file/d/1aSVx_cPuADf4L7O6Ms1n-7gZsxPaZ6rB/view?usp=sharing
CONSACA;SAN JOSE DEL SALADO;AROYO SANTA TERESITA;255;45209;1.233017;-77.497102;
CONSACA;BOMBONA;CHILACUANAL;356;45289;1.198075;-77.431356;
CONSACA;EL CAMPAMENTO;LOS NULPES ( SAN ANTONIO);294;45258;1.218651;-77.489037;
CONSACA;LA QUINTA;EL AGUACATAL;336;45278;1.184325;-77.464364;
CONSACA;HATILLO BAJO;LA CIENAGA;342;45279;1.245074;-77.50135;
CONTADERO;CHORRERA NEGRA;LAS TINAJAS;47;44985;0.944927;-77.564523;
CONTADERO;CHORRERA NEGRA;EL OASIS;40;44984;0.944927;-77.564523;
CONTADERO;SIMON BOLIVAR;MULA MUERTA;122;45092;0.944124;-77.542578;
CONTADERO;SIMON BOLIVAR;LA MARGARITA;123;45092;0.944124;-77.542578;
CONTADERO;SAN ANDRES;LOS TRES ARROYOS;128;45093;0.939964;-77.511111;
CONTADERO;LOMA DE YAEZ;LOS TRES ARROYOS;156;45114;0.922071;-77.543787;
CONTADERO;EL CULANTRO;QUEBRADA YANALQUER;337;45278;0.928611;-77.519636;
CORDOBA;CHAIR;ARROYO EL TABLON;162;45124;0.872519;-77.554881;
CUASPUD CARLOSAMA;CHAVISNAN;RIO BLANCO;224;45183;0.9119;-77.7852;https://drive.google.com/file/d/1LbR22VKQvxvfhpGVoj5D4ybU4upo-Vl2/view?usp=sharing
CUMBAL;LA COLLA -V QUILISMAL;ARROYO YERBA AMARILLA;233;45188;0.924419;-77.842047;
EL CHARCO;SAN PEDRO;RIO SEQUIHONDA;282;45245;2.430542;-78.058917;
CONTADERO;SAN ANDRES;ARROYO ISCUAZAN;198;45162;0.939964;-77.511111;
CONTADERO;EL JUNCAL;ARROYO HUMEADORA;248;45178;0.93865;-77.475581;
EL PEÑOL;SAN FRANCISCO;SAN FRANCISCO;258;45210;1.467056;-77.422306;https://drive.google.com/file/d/19parp1Ta8MxKSE9TKr3WZUIpMX71-iJR/view?usp=sharing
EL ROSARIO;LA SIERRA;SUSPIRO;134;45098;1.718876;-77.37555;
EL ROSARIO;LA SIERRA;SANTA ISABEL;152;45114;1.718876;-77.37555;
EL ROSARIO;LA SIERRA;LA LOMA;135;45098;1.718876;-77.37555;
EL ROSARIO;LA SIERRA;EL RINCON;153;45114;1.718876;-77.37555;
EL ROSARIO;LOS ROBLES;HUECO DEL OSO;252;45209;1.756906;-77.329031;
EL ROSARIO;MACAL;MACAL;253;45209;1.730431;-77.33765;
EL ROSARIO;ESMERALDAS;LA ALEGRIA;357;45289;1.885296;-77.501444;
EL ROSARIO;SANTA ISABEL;SANTA ISABEL;221;45177;1.770928;-77.340531;
EL TAMBO;CAPULI DE MINAS;LOS HIGUERONES;78;45044;1.385845;-77.357278;
EL TAMBO;LA GRANJA;OJO DE AGUA;84;45049;1.410261;-77.381056;
EL TAMBO;POTRERILLO;DON CONSTANTINO;42;44984;1.430683;-77.421707;
EL TAMBO;POCAURCO;BOCATOMA;172;45140;1.34214;-77.403495;
EL TAMBO;TAMBILLO;PICHUELO;139;45106;1.64195;-77.686125;
EL TAMBO;PLAN VERDE;JOSE ABEL;106;45077;1.439178;-77.411184;
EL TAMBO;CASCAJAL BAJO;ALTO CASCAJAL;114;45091;1.422866;-77.443528;
EL TAMBO;POCAURCO;BOCATOMA;172;45140;1.34214;-77.403495;
EL TAMBO;CAPULI DE MINAS;RASTROJO;194;45162;1.385833;-77.357278;
EL TAMBO;TAMBILLO;Tambillo;367;45289;1.64195;-77.686125;https://drive.google.com/file/d/1lyGjiEa-A-cxz7wZbQ0pNdMjfVkBZxmr/view?usp=sharing
EL TAMBO;PUEBLO VIEJO;PUEBLO VIEJO;250;45209;1.4045;-77.378361;https://drive.google.com/file/d/1FK-NtOAj2NZZs1QtvskEqTmZ5pXKSYc5/view?usp=sharing
LA FLORIDA;PACHINDO;QUEBRADA DE PACHINDO;293;45257;1.283011;-77.416619;
FRANCISCO PIZARRO;EL CEDRO;EL CEDRO;55;45033;2.060381;-78.613839;
FRANCISCO PIZARRO;LA CASCADA;LA CASCADA;56;45033;2.024711;-78.617069;
FRANCISCO PIZARRO;LA PRIMAVERA;LA PRIMAVERA;57;45033;2.013369;-78.659392;
FRANCISCO PIZARRO;CHORRO DE LA LOMA;CHORRO DE LA LOMA;58;45033;2.0616;-78.651339;
FRANCISCO PIZARRO;PUERTO GAITAN;FINCA INCHACO;272;45226;2.075744;-78.674378;
FRANCISCO PIZARRO;PUERTO GAITAN;INCHACO;273;45226;2.075744;-78.674378;
FUNES;TELLEZ ALTO;ECO CANTARINO;62;45034;1.001675;-77.460378;
FUNES;EL CHAPAL;NACEDERO SAN ISIDRO;239;45196;1.008172;-77.436408;
FUNES;EL CHAPAL;NACEDERO EL ZANJON;242;45202;1.008172;-77.436408;
GUACHUCAL;IPIALPUD BAJO;POZO;5;44938;0.960325;-77.7276;
GUACHUCAL;VILLANUEVA;ARROYO LA CORTADERA;68;45037;0.975397;-77.744078;
GUAITARILLA;EL CABUYO BAJO;LA TOMA;71;45037;1.146956;-77.520878;
GUAITARILLA;AHUMADA;CASA FRIA;76;45043;1.182172;-77.547744;
GUAITARILLA;SAN ALEJANDRO;EL DUENDE;161;45124;1.143333;-77.513056;
GUAITARILLA;CUMAG GRANDE;DOÑA JUANA;148;45113;1.133978;-77.565331;
GUAITARILLA;SAN VICENTE;PEÑA BLANCA;188;45154;1.13765;-77.550847;
GUAITARILLA;SAN FRANCISCO;EL CUCHARO;301;45264;1.138522;-77.553819;
GUAITARILLA;EL CABUYO;EL ARRAYAN;329;45272;1.151333;-77.523669;
GUAITARILLA;CUMAG CHIQUITO;EL CUCHO CUMAG CHIQUITO;340;45278;1.137797;-77.570397;
GUALMATAN;CHARANDU;CHARANDU;80;45048;0.927653;-77.600225;
GUALMATAN;CUATIS;EL MANANTIAL;85;45050;0.927194;-77.576908;
GUALMATAN;SAN ANTONIO;PANAMAL;177;45141;0.908458;-77.567242;
GUALMATAN;DOS CAMINOS;CANTERA DOS;288;45251;0.929408;-77.566597;
GUALMATAN;COFRADIA;SIN NOMBRE;334;45278;0.921331;-77.555981;
ILES;EL CAPULI;ARROYO EL BAÑO;4;44937;1.0011;-77.47;
ILES;EL PORVENIR;NACIMIENTO EL PINLLO;53;45026;1.015989;-77.488486;
ILES;URBANO;LOS ARRAYANES;182;45146;0.969747;-77.522628;
ILES;LOMA DE ARGOTYS;EL TUNDAL;191;45161;0.962778;-77.5575;
ILES;LOMA DE ARGOTYS;ARROYO BOLIVAR MIRADOR;192;45161;0.962778;-77.5575;
ILES;LOMA DE ARGOTYS;JABONCILLO;176;45141;0.962778;-77.5575;
ILES;EL CAPULI;EL ARRAYAB;195;45162;;-77.47;
ILES;SAN ANTONIO;ARROYO EL BAÑO;275;45229;0.985819;-77.545756;
ILES;EL CAPULI;ARRAYAN;271;45223;1.0011;-77.47;
ILES;EL CAPULI;EL GUINEO;287;45251;1.0011;-77.47;
IMUES;EL PEDREGAL;PEÑA DE LOS LOROS;83;45049;1.0518;-77.452008;
IMUES;SILAMA;EL MILAGRO DE DIOS;225;45183;1.057761;-77.484475;
IMUES;SILAMA;SILAMAG;227;45187;1.057761;-77.484475;
IMUES;EL PEDREGAL;POZO PROFUNDO;232;45187;1.0518;-77.452008;
IMUES;SAN BUENAVENTURA;LA TINAJA;375;45289;1.065431;-77.501789;
IPIALES;EL MIRADOR;ARROYO LA HONDURA;207;45167;0.853033;-77.668383;
IPIALES;PENJAMO;ARROYO QUEBRADA LA FRIA;174;45140;0.683494;-77.531431;
IPIALES;CHAGUAIPE;ARROYO PIEDRANCHA;231;45187;0.8456;-77.567689;
IPIALES;TELIZ;RIO TELIZ;311;45265;0.804469;-77.641383;
IPIALES;VILLA FLOR 2;ARROYO LOS CRISTALES;318;45266;0.772586;-77.712975;
IPIALES;EL ROSAL DE SAN JUAN;ARROYO EL CHORRO;352;45279;0.823817;-77.613967;
LA CRUZ;ALTO SANO;AGUACILLAS PEÑAS BLANCAS;181;45146;1.604111;-76.978025;
LA CRUZ;LOMA LARGA;PIEDRA CUEVA DEL LORO;187;45154;1.542778;-76.957028;
LA FLORIDA;SECTOR ORIENTAL;EL CASCAJAL;266;45222;1.300127;-77.391516;
LA FLORIDA;SAN FRANCISCO;TUNJA GRANDE - SAN FRANCISCO;315;45265;1.355936;-77.353597;
LA LLANADA;LA FLORESTA;BOCATOMA LA CHORRERA;3;44936;1.48176;-77.573748;
LA LLANADA;PALMAR;PALMAR;209;45170;1.561389;-77.621948;
LA LLANADA;LA FLORIDA;LA FLORIDA;217;45177;1.563374;-77.662357;
LA LLANADA;SAN PEDRO;SAN PEDRO EL CUCHO;218;45177;1.468867;-77.583572;
LA LLANADA;EL VERGEL;SANTA ROSA;219;45177;1.534231;-77.655949;
LA UNION;BUENOS AIRES;EL TRIGAL;51;45006;1.569023;-77.145711;
LA UNION;LA PRADERA;LA CRISTALINA;105;45065;1.591625;-77.1443;
LA UNION;LA JACOBA;QUEBRADA GRANDE;130;45097;1.583406;-77.146772;
LA UNION;LA PLAYA;LA PISCINA;160;45124;1.631417;-77.161944;
LA UNION;LA MERCED;EL MANANTIAL;265;45222;1.574417;-77.130944;
LA UNION;LA MERCED;LA JACOBA;278;45229;1.574417;-77.130944;
LEIVA;SANTA LUCIA;LA LUCHA;338;45278;1.906974;-77.273375;
LINARES;SAN FRANCISCO;ALTO PEDRERO;2;44927;1.333889;-77.537222;
LINARES;SAN FRANCISCO;EL PEDRERO;120;45091;1.333889;-77.537222;
LINARES;LA TOLA;CHUPITAMBO;144;45113;1.352222;-77.5025;
LINARES;ARBOLEDA;LA LOMA;213;45170;1.342;-77.533;
LINARES;ARBOLEDA;EL ESTADIO;214;45170;1.342;-77.533;
LINARES;BELLA VISTA;PUERTO ALCALA;186;45154;1.339816;-77.510603;
LINARES;BELLA VISTA;ALTO POZUELO;290;45254;1.339816;-77.510603;
LINARES;ARBOLEDA;EL PLACER LA PEÑA;327;45272;1.342;-77.533;https://drive.google.com/file/d/1NDx8RdSEH7UBDc_V270cXLiItXMVhXcP/view?usp=sharing
LINARES;ARBOLEDA;LA PEÑA;339;45278;1.342;-77.533;
LINARES;TAMBILLO DE BRAVOS;LA MONTAÑA;361;45289;1.403521;-77.51193;
LINARES;TAMBILLO DE BRAVOS;EL CERRO;362;45289;1.403521;-77.51193;
LINARES;TAMBILLO DE BRAVOS;EL PALMAR;363;45289;1.403521;-77.51193;
LOS ANDES;LA AURORA BAJA;EL MADARINO;324;45272;1.531714;-77.476436;
LOS ANDES;LA AURORA;LA AURORA;328;45272;1.528453;-77.475372;
LOS ANDES;EL PLACER;HUECO HONDO;330;45272;1.544944;-77.468528;
LOS ANDES;LA LOMA;LA PALMERA Y EL ROBLE;325;45272;1.494814;-77.504622;
MALLAMA;SAN MIGUEL;QUEBRADA SAN MIGUEL;24;44960;1.180672;-77.914403;
MALLAMA;PIDRADRANCHA;QUEBRADA CHALA;34;44967;1.146706;-77.860847;
MALLAMA;CHUCUNES;QUEBRADA CHARGUAYACO;23;44960;1.167483;-77.895508;
MALLAMA;PUEBLO VIEJO;JORGE BEDOYA;199;45166;1.049219;-77.884294;
NARIÑO;EL COMUN;LA INMACULADA;19;44949;1.285217;-77.351525;
NARIÑO;EL SILENCIO;QUEBRADA URAPAN;321;45271;1.275721;-77.362001;
OSPINA;NARIÑO;CUNCHILA;241;45198;1.050588;-77.574847;
OSPINA;NO REGISTRA;NACIMIENTO LA PISCINA;228;45187;1.058283;-77.560425;
OSPINA;SAN MIGUEL;LOS PILARES DE SAN MIGUEL;286;45247;1.034858;-77.527113;
POLICARPA;PANECILLO;EL COCAL;27;44960;1.645816;-77.455818;
POLICARPA;EL COCAL;EL COCAL;111;45086;1.820481;-77.620072;
POLICARPA;ALTAMIRA;ALTAMIRA;220;45177;1.648061;-77.401364;
POLICARPA;SANTACRUZ;RUELA DE LA TIERRA MACONDO;281;45244;1.801405;-77.546883;
POLICARPA;SANCHEZ;ACUEDUCTO SANCHEZ;269;45223;1.798809;-77.57964;
POTOSI;CUASPUD CUATRO ESQUINAS;CERRO GORDO;39;44984;0.790992;-77.587122;
PROVIDENCIA;TANDAYAN;ARROYO LAS PALMAS;6;44938;1.241592;-77.600894;
PROVIDENCIA;GUADIAHUMA;LAS TULPAS;13;44946;1.298706;-77.612531;
PROVIDENCIA;VILLA NUEVA;LOS CHEPITOS;17;44949;1.271106;-77.592389;
PROVIDENCIA;VILLA NUEVA;LOS JUCOS;14;44946;1.271106;-77.592389;
PROVIDENCIA;RANCHERIA;QUEBRADA LOS MOLINOS;12;44946;1.230558;-77.585292;
PROVIDENCIA;EL PLACER;EL CARRIZO;35;44967;1.228094;-77.593747;
PROVIDENCIA;GUANAMA;LOS POZUELOS;36;44967;1.188356;-77.591003;
PROVIDENCIA;VILLA MARIA;ARROYO LA PEÑA;70;45037;1.223172;-77.602083;
PROVIDENCIA;RANCHERIA;RANCHERIA;93;45055;1.230558;-77.585292;
PROVIDENCIA;RANCHERIA;LA CHORRERA RANCHERIA;292;45257;1.230558;-77.585292;
PUPIALES;CASA FRIA;QUEBRADA LOS LEONES;112;45090;0.947422;-77.661331;
PUPIALES;ESPINO SUR;QUEBRADA LAS CULEBRAS;7;44943;0.883073;-77.656636;
PUPIALES;CHILES;ALAMBUERA;175;45140;0.933331;-77.654036;
PUPIALES;LA ALUMBUERA;ALJIBE;260;45222;0.874289;-77.626469;
PUPIALES;SAN MARCOS;ARROYO EL TIGRE;365;45289;0.917945;-77.612272;
PUPIALES;SAN MARCOS;ARROYO LOS PATOS;378;45289;0.917945;-77.612272;
PUPIALES;SAN MARCOS;ARROYO LOS TRES DUENDES;366;45289;0.917945;-77.612272;
PUPIALES;SAN MARCOS;ARROYO MINA DE OROS;376;45289;0.917945;-77.612272;
RICAURTE;EL CARRIZAL;EL CARRIZAL;146;45113;1.219844;-78.078989;
ROBERTO PAYAN;LIMONAR;BRISAS DE MUÑAMBI;38;44973;2.040081;-78.320297;
ROBERTO PAYAN;YACUN;LAS TUNDAS;43;44984;1.661206;-78.355067;
SAMANIEGO;NO REGISTRA;EL PICACHO;18;44949;1.337225;-77.583397;
SAMANIEGO;SAN JUAN;ARROYO EL YARUMO;26;44960;1.330736;-77.586011;
SAMANIEGO;LA CUCHILLA;EL PARAMO;49;44991;1.342706;-77.569758;
SAMANIEGO;SAN JUAN;SAN JUAN;103;45065;1.330736;-77.586011;
SAMANIEGO;EL CARRIZAL;EL CARRIZAL;94;45055;1.220889;-77.572;https://docs.google.com/document/d/1PKglS6_0L7Y5HnlkJUbQxowg-9lSrSjb/edit?usp=sharing&ouid=108367453476344242036&rtpof=true&sd=true
SAMANIEGO;CARTAGENA;QUEBRADA LOS ORTEGA;149;45113;1.314817;-77.603982;
SAMANIEGO;EL CARRIZAL / SAN FRANCISCO;PARAMANO DE ALMORZADEROS;129;45097;1.315111;-77.548556;https://docs.google.com/document/d/1A5UUA3pH4hRtP49gsA-ldU7f_UJCP_PW/edit?usp=sharing&ouid=108367453476344242036&rtpof=true&sd=true
SAMANIEGO;PINAL;SAN GUILLERMO;196;45162;1.459631;-77.5876;
SAMANIEGO;BAJO CANADA;QUEBRADA CANADA;185;45154;1.49769;-77.642494;
SAMANIEGO;EL LLANO;EL ESLABON;203;45167;1.415556;-77.578027;
SAMANIEGO;LA CEJA;LA PALMA;279;45229;1.304119;-77.585733;
SAMANIEGO;SANTA ROSA;PALO QUEMADO;256;45210;1.327206;-77.614206;
SAMANIEGO;CILINDRO;MICRO CUENCA EL CILINDRO;283;45247;1.380472;-77.606944;https://drive.google.com/file/d/1M0LL8D3niOijrgzb40TMZTeYTF3_Jrf9/view?usp=sharing
SAMANIEGO;ALTO CARTAGENA;OJO DE AGUA;343;45279;1.332683;-77.600372;
SAMANIEGO;EL PICHUELO;ALTO PACUAL;351;45279;1.365308;-77.616397;
SAN BERNARDO;PINDAL BAJO;EL SILENCIO;167;45125;1.504126;-77.059266;
SAN BERNARDO;SAN ANTONIO ALTO;RIO QUIÑA;243;45202;1.531161;-77.0576;
SAN LORENZO;CORPUS;EL MOTILON;9;44943;1.506438;-77.16726;
SAN LORENZO;SAN VICENTE;LA MONTAÑA;66;45035;1.598906;-77.193979;
SAN LORENZO;CAJETO;LA PEÑA;41;44984;1.495697;-77.226136;
SAN LORENZO;CORPUS;CORPUS;67;45035;1.506438;-77.16726;
SAN LORENZO;SANTA MARTA;QUEBRADA LA MARUCHA;86;45050;1.506228;-77.208136;
SAN LORENZO;SANTA MARTA;ZARAGOZA LA MARUCHA;79;45048;1.506228;-77.208136;
SAN LORENZO;SAN JOSE ALTO;EL CASCO EL RAMAL;89;45054;1.575353;-77.195212;
SAN LORENZO;VALPARAISO BAJO;EL MOTILON;99;45061;1.601184;-77.210456;
SAN LORENZO;VALPARAISO BAJO;EL CARRIZAL;100;45061;1.601184;-77.210456;
SAN LORENZO;LA HONDA;PEÑAS BLANCAS;170;45131;1.539677;-77.251874;
SAN LORENZO;EL TABLON;EL TABLON;240;45197;1.599804;-77.256521;
SAN LORENZO;LA PRADERA;LA GUAYACANA;295;45258;1.513904;-77.231846;
SAN LORENZO;LA PRADERA;LA FLORESTA;300;45264;1.513904;-77.231846;
SAN PABLO;CAMPOBELLO;PALO GACHO;211;45139;1.663103;-77.005444;
SAN PABLO;EL MESON;CERRO EL BAILE;350;45279;1.65948;-76.934755;
